Timestamp,X,Y,Z
167,4.158,5.727,10.23
1,7.884,5.177,7.1
2,8.198,4.864,7.178
3,8.551,2.902,7.021
4,8.159,3.098,7.609
5,8.355,3.451,6.943
6,8.198,3.138,7.884
7,8.159,3.804,7.335
8,8.825,2.628,8.355
9,8.316,3.648,6.903
10,8.904,3.804,7.963
11,8.394,3.608,6.746
12,8.982,3.216,7.413
13,8.276,3.255,7.335
14,8.512,3.491,7.57
15,8.472,3.608,7.178
16,8.59,3.687,7.178
17,8.865,3.491,7.374
18,8.747,3.569,7.256
19,8.002,4.589,6.55
20,8.629,4.001,6.707
21,8.708,3.804,6.511
22,8.237,4.314,5.57
23,8.747,3.883,5.923
24,10.08,2.628,6.119
25,9.806,3.177,6.433
26,10,2.628,6.746
27,9.767,2.667,7.57
28,9.335,3.883,6.629
29,9.179,3.53,5.687
30,10.08,2.745,7.649
31,8.355,3.648,6.864
32,8.865,3.491,6.825
33,8.825,3.608,6.629
34,9.022,3.922,6.943
35,8.551,3.804,6.668
36,8.904,3.648,6.707
37,9.139,4.079,6.59
38,9.139,3.922,6.472
39,9.022,3.883,6.707
40,8.786,4.236,6.197
41,8.512,4.354,6.393
42,8.629,4.275,6.746
43,8.669,4.589,6.472
44,8.394,4.432,6.668
45,8.59,4.667,6.433
46,8.394,4.511,6.276
47,8.629,4.236,6.433
48,8.394,4.628,6.354
49,8.433,4.707,6.276
50,8.747,4.707,6.276
51,8.394,4.667,6.197
52,8.433,4.824,6.433
53,8.825,4.746,6.197
54,8.669,4.55,6.393
55,8.551,4.746,6.237
56,8.669,4.667,6.237
57,8.433,4.903,6.315
58,8.472,4.628,7.1
59,8.551,4.707,6.433
60,7.531,4.785,6.59
61,8.472,4.824,6.707
62,8.276,4.785,6.55
63,8.394,4.236,7.217
64,8.669,4.471,6.668
65,9.061,4.432,6.668
66,8.669,4.314,6.786
67,8.786,4.314,6.433
68,9.061,4.158,6.825
69,8.708,4.55,6.433
70,8.59,4.864,6.119
71,8.865,4.393,6.55
72,8.433,4.393,6.315
73,8.59,4.628,6.197
74,8.669,4.55,6.276
75,8.825,4.746,6.276
76,8.943,4.589,6.197
77,9.022,4.785,6.55
78,8.355,4.55,6.119
79,8.198,4.864,6.158
80,8.512,4.589,6.472
81,8.433,4.785,6.511
82,8.472,5.06,6.276
83,6.746,4.903,6.511
84,8.159,3.648,8.041
85,10,4.275,6.276
87,10.35,2.824,7.923
88,10.15,6.08,7.609
