Timestamp,X,Y,Z
199,60.4,0.196,0.196
200,60.4,0.196,0.1
1,3.059,8.002,7.413
2,3.648,8.08,7.766
3,4.393,8.276,7.57
4,3.687,10.51,7.609
5,3.138,10,8.786
6,2.079,7.1,8.708
7,5.256,6.864,8.747
8,4.314,6.433,8.119
9,1.294,6.472,7.609
10,7.806,5.06,7.217
11,8.355,2.314,8.394
12,9.845,2.196,7.296
13,8.786,-1.64,7.57
14,7.531,-1.64,9.296
15,5.295,-1.65,10.19
16,3.648,-2.65,10.94
17,2.902,-3.65,11.53
18,2.51,-1.64,11.45
19,2.51,-2.65,11.1
20,3.608,-1.65,10.94
21,3.726,-1.64,10.66
22,4.236,-1.64,10.39
23,4.981,0.651,10.12
24,5.099,0.196,9.767
25,4.118,0.078,10.19
26,2.785,0.654,12.08
27,2.432,-1.64,11.92
28,1.098,0.196,10.23
29,1.294,0.652,9.335
30,0.431,-1.64,11.53
31,1.725,-2.65,12.16
32,3.648,-1.64,12.23
33,1.765,-1.65,11.61
34,1.019,0.706,10.19
35,0.156,1.216,9.963
36,-2.65,0.078,10.23
37,-3.64,-2.65,9.375
38,-3.65,-2.65,10.23
39,-10.6,-8.64,11.92
40,-9.64,-8.65,11.06
41,-9.64,-7.65,9.61
42,-1.65,1.059,8.472
43,0.353,4.667,8.982
44,0.654,2.392,10.08
45,-1.65,-1.65,9.728
46,-5.65,-4.65,12.67
47,-7.64,0.941,14.59
48,0.649,3.412,10.31
49,0.649,3.216,10.51
50,-3.64,3.138,11.49
52,-9.65,-2.64,9.953
56,-10.6,-2.64,3.922
57,-15.6,1.961,0.653
58,-8.64,2.785,5.687
59,-1.65,-2.65,5.334
60,1.961,5.53,8.982
61,2.941,2.235,9.806
62,2.628,0.98,12.43
63,0.902,1.333,8.551
64,0.653,-4.65,9.649
65,-4.65,0.647,12.23
66,-1.64,4.001,10.55
67,0.313,3.295,11.29
68,0.645,1.451,12.08
69,-1.65,2.432,10.43
74,-7.65,-9.64,7.963
75,-6.64,-3.64,4.981
76,-12.6,0.65,4.432
77,-9.64,2,2.981
78,-4.64,2.588,6.08
79,-2.65,-1.64,7.531
80,0.649,-2.65,10.98
81,0.156,-4.64,10.19
82,0.47,-3.65,11.76
83,3.059,-3.65,9.963
84,4.197,-5.64,8.59
85,3.373,-5.65,9.924
86,4.511,-4.64,9.806
87,4.236,-4.64,9.728
88,1.059,-4.65,10.47
89,2.353,-3.65,10.31
90,2.079,-1.65,11.33
91,0.313,0.645,11.72
92,0.509,-1.65,11.45
93,0.313,0.651,10.98
94,-3.65,0.653,7.256
95,-3.64,0.645,8.82596
97,-9.64,-2.65,10
98,-13.6,-4.65,8.629
99,-9.65,0.196,7.296
100,-10.6,-1.65,8.708
101,-1.65,4.55,4.942
102,1.686,12.94,4.864
103,0.431,5.295,8.159
104,0.646,4.001,12.78
105,-5.65,-1.65,10.12
106,-6.65,5.177,10.08
107,-2.64,0.902,10.55
108,0.654,2.785,11.65
109,-1.65,2.275,11.06
110,0.653,4.079,10.59
111,-2.64,0.47,9.139
112,-5.65,-1.65,8.786
113,-7.65,-6.65,10.78
114,-6.65,-2.64,10.19
115,-12.6,-3.65,9.532
116,-14.6,-4.65,7.727
117,-6.65,1.176,6.197
118,0.078,3.804,6.668
119,-2.65,8.237,10.78
120,2.628,7.453,8.237
121,2.196,3.961,8.669
122,0.654,3.295,12.12
123,-2.65,2.432,11.49
124,-1.64,2.235,10.08
125,-1.65,3.53,11.29
126,-2.64,1.882,10.74
127,-2.65,4.275,10.23
128,-1.65,3.216,9.845
129,-3.64,1.372,9.335
130,-6.65,0.646,8.119
131,-6.65,-2.65,9.335132
133,-11.6,-6.65,8.041
134,-11.6,-4.65,4.197
135,-10.6,-1.65,7.963
136,-4.64,0,6.982
137,0.651,5.138,10.12
138,2.706,3.844,8.747
139,2.039,4.511,9.728
140,1.059,2.157,12.63
141,0.392,0.645,10.78
142,0.862,0.654,10.86
143,-2.65,0.654,10.43
144,-2.64,2.588,11.17
145,-2.65,-1.65,9.649
146,-2.64,-2.65,9.767
147,-8.64,-1.64,6.511
149,-7.65,-4.65,9.1
151,-11.6,-1.65,1.961
152,-10.6,0,3.687
153,-7.65,-2.65,4.432
154,-6.65,-1.65,7.963
155,-5.64,0.117,9.963
156,-7.65,0.654,9.296
157,-6.64,2.824,9.414
158,-5.64,0.47,9.885
159,-4.64,-2.65,9.688
160,-3.65,-2.65,9.963
161,-1.65,-1.65,9.649
162,0.652,-3.65,10.31
163,0,-3.65,11.29
164,0.078,-2.64,11.1
165,0.784,-2.65,10.43
166,0.313,0.651,10.43
167,0.745,-1.65,10.82
168,2.353,0.647,11.21
169,2.824,0.647,11.17
170,2.628,0.652,11.84
171,1.019,1.725,12.55
172,0.117,0.651,11.33
173,-1.65,1.294,10.82
174,0.647,0.392,9.414
175,-2,-1.65,9.139
176,-3.64,0.235,7.884
177,-7.65,-1.64,9.061
179,-8.64,-8.64,7.296
180,-13.6,-5.65,7.178
181,-12.6,-2.65,4.079
182,-2.64,1.333,6.55
