Timestamp,X,Y,Z
,,,
,,,
1,1.294,2.471,10.59
2,1.333,2.314,11.21
3,2.863,0.431,10.94
4,2.196,0.706,11.57
6,0.509,0.392,11.06
7,2.314,7.806,9.218
8,3.726,7.1,9.61
9,3.216,7.688,9.375
10,5.138,0.392,10.04
11,4.785,0.902,11.14
12,3.491,0.039,10.63
13,3.02,0.646,11.41
14,2.353,0.646,11.33
15,2.275,0.647,11.17
16,1.843,0.649,11.14
17,1.255,0.647,10.94
18,0.902,0.651,10.04
19,0.651,0.651,11.84
20,1.176,-1.65,10.86
21,1.019,0.431,11.76
22,0.666,0.862,10.78
23,0.649,-1.65,9.257
24,0.646,1.647,8.865
25,-3.64,-1.65,7.727
27,-9.65,-1.65,9.179
28,-10.6,-1.65,7.178
29,-14.6,-6.65,4.001
30,-8.64,-2.65,6.982
31,-9.65,-1.65,7.139
32,-7.65,0.274,8.786
33,2.785,0.078,9.139
34,-2.64,5.962,7.884
35,-4.65,4.903,9.022
36,-2.65,3.648,8.904
37,-2.64,4.55,9.061
38,-5.65,1.647,10.59
39,-2.64,2.235,9.061
40,-5.65,3.373,9.532
42,-5.65,0.653,9.414
43,-8.64,0.902,8.433
44,-9.65,-1.64,8.865
45,-13.6,-1.64,7.217
46,-7.65,-4.65,9.139
47,-1.65,-4.65,8.59
48,-6.65,3.53,7.139
49,-5.65,4.707,8.394
50,-3.65,3.334,6.943
51,-5.64,4.55,9.179
52,-6.65,10.27,11.41
53,-4.65,6.864,8.669
56,-6.65,-1.65,9.296
57,-8.64,0.652,10.94
58,-9.65,-3.65,8.198
59,-8.65,-3.64,4.903
60,-11.6,2.157,7.649
61,-12.6,3.373,8.198
62,-5.64,-3.64,7.335
63,-3.65,-1.64,6.119
64,-3.64,8.629,7.139
65,-1.64,5.021,8.943
66,-1.65,4.197,9.414
69,-2.64,5.57,10.86
70,-3.65,3.02,10.31
71,-5.64,5.021,7.335
72,-9.65,2.373,-10.6
74,-9.65,-3.65,9.022
75,-9.65,-1.64,7.06
76,-8.64,0.98,6.55
77,-12.6,2.196,7.413
78,-10.6,4.314,8.394
79,-1.65,-4.65,7.609
80,1.843,3.177,10.31
81,1.765,4.981,9.139
82,1.765,4.079,10.19
83,1.608,3.138,8.433
84,-2.65,4.158,9.492
85,0.745,6.119,11.45
86,0.392,4.864,9.532
87,-1.64,0.392,12.12
88,-3.65,3.255,10.47
89,-4.65,2.039,8.472
90,-6.64,0.649,8.669
91,-7.64,-1.65,8.198
93,-9.65,0.65,4.118
94,-12.6,-1.65,5.53
95,-15.6,1.49,3.844
96,-8.65,2.588,6.746
97,0.274,-9.64,7.688
98,3.216,0.651,9.61
99,3.373,1.019,9.924
100,3.177,2,8.198
101,3.491,-1.64,9.414
102,3.765,1.569,12.86
103,0.647,0.156,12
104,2.392,2.824,11.57
105,0.039,1.451,10.7
106,0.941,2.51,10.43
107,1.372,1.765,11.45
108,0.652,0.196,10.9
109,-1.64,0.651,7.492
110,-5.64,0.196,9.688
111,-6.65,-2.64,10.19
112,-6.65,0.117,9.767
113,-9.64,-4.64,8.002
114,-10.6,0.651,5.06
115,-11.6,0.652,7.139
116,-10.6,-1.64,5.766
