Timestamp,X,Y,Z
0,3.373,1.059,10.08
1,0.862,4.628,11.61
2,2.745,0.353,10.66
3,2.824,3.53,11.29
4,3.451,3.295,10.27
5,3.687,2.51,10.7
6,2.824,1.922,10.94
7,2.902,2.432,11.06
8,2.863,2.432,11.02
9,2.353,1.49,10.82
10,2.667,1.255,10.66
11,3.491,0.156,10.98
12,2.706,0.653,10.78
13,3.098,0.653,11.02
14,3.412,0.654,11.33
15,3.02,0,10.66
16,3.138,0.47,10.74
17,4.079,1.098,10.98
18,2.079,0.65,11.49
19,2.157,-1.65,11.41
20,2.275,0.649,11.17
21,1.255,0.652,10.55
22,0.745,0.941,11.25
23,2,0.745,11.29
24,2.353,0.235,11.53
25,2.588,0.648,11.72
26,2.039,0.509,11.25
27,2.706,0.549,10.82
28,1.882,1.686,10.43
29,2.549,0.156,10.82
30,3.883,0.648,11.37
31,2.824,0.651,11.65
32,2.745,0.235,10.98
33,2.471,0.651,10.78
34,2.588,-1.65,10.78
35,3.02,-1.65,11.33
36,3.098,0.654,11.17
37,3.138,0.651,10.59
38,4.354,1.647,11.1
39,3.687,0.654,11.37
40,3.726,0.652,11.06
41,4.667,0.647,10.63
42,4.393,-1.65,10.12
43,3.687,-1.64,10.86
44,1.882,0.647,11.88
45,0.784,0.039,11.57
46,2.157,0.392,10.51
47,3.961,0.647,9.885
48,4.393,-1.65,10.78
49,4.158,0.653,11.37
50,3.451,0.509,11.06
51,4.118,0.745,9.453
52,3.412,-1.65,11.21
53,2.667,0.647,10.78
54,2.275,0.652,10.7
55,2.118,0.274,11.72
56,0.47,0.274,11.53
57,0.078,0.666,11.33
58,2.549,0.649,11.72
59,2.549,0.745,11.61
60,4.118,-1.65,10.86
61,4.432,-1.64,10.04
62,4.942,-2,10.08
63,5.138,-2.64,9.806
64,5.217,-4.65,9.1
65,4.354,-4.65,7.256
66,4.158,0.653,9.728
67,6.707,0.653,8.551
68,5.334,0.654,10.12
69,4.079,0.902,11.25
70,2.941,-1.64,10.78
71,3.177,-3.65,10.04
72,3.961,-2,10.43
73,2.079,-2.64,10.63
75,1.019,-4.64,10.63
76,2.51,-4.64,9.963
77,2.51,-4.65,9.963
78,2.941,-4.65,9.571
79,3.098,-4.65,9.296
80,4.001,-4.64,9.218
81,2.745,-4.64,8.943
82,3.804,-6.65,8.512
83,3.138,-7.65,7.06
99,0.645,-5.65,9.257
109,0.392,-4.64,10
125,0.654,3.65,10.5127
128,0.653,-3.65,10.78
132,1.725,-4.65,10.12
34,1.49,-3.65,10.27
135,0.039,-3.64,10.27
137,2.039,-3.65,10.51
138,1.882,-3.65,10.35
139,1.255,-3.64,10.47
143,0.706,-3.64,10.43
144,0.862145,1.059,-3.64
47,0.353,-3.64,10.15
148,0.784,-4.65,10.2149
167,0.078,-3.64,10.59
168,0.65,-3.65,10.9
69,0.156,-3.65,10.59
170,0.353,-3.65,10.47
171,1.608,-3.65,10.08
2,1.412,-3.64,10.19
173,1.49,-3.65,10.15
181,-1.65,-4.65,10.08
182,0.652,-5.65,9.88183
185,0.651,-3.65,9.688
186,0.654,-5.65,9.571
187,0.651,-6.65,9.532
188,0.647,-6.65,9.453
189,0.648,-6.65,9.61
91,0.65,-4.64,9.885
192,0.649,-4.64,10.23
194,0.509,-4.64,9.571
196,1.137,-4197.64,9.728198
199,0.549,-4.64,9.963
201,1.216,-4.65,9.532
202,0.862,-5.65,9.61
203,0.588,-5.65,9.492
204,0.039,-5.64,9.335
206,0.648,-5.64,9.728
207,-1.65,-5.64,9.61
209,0.65,-5.64,9.532
