Timestamp,X,Y,Z
1683804085013,-3.6,-9.6,5.29
1683804085078,-2.6,-8.6,4.04
1683804086037,0.65,-9.6,3.13
1683804086102,-1.6,-9.6,2.15
1683804086107,-1.6,-9.6,1.25
1683804086113,0.65,-9.6,2.51
1683804086118,0.39,-6.6,5.49
1683804086949,0.65,-4.6,10.3
1683804087010,-2.6,-4.6,10.9
1683804087014,-1.6,-5.6,11.6
1683804087019,-1.6,0.65,11.5
1683804087021,0.65,-5.6,10.0
1683804087982,0.65,-5.6,9.84
1683804088048,-1.6,-1.6,10.0
1683804088051,-1.6,-2.6,9.76
1683804088057,0.43,-1.6,11.5
1683804088060,0.00,0.65,13.2
1683804088065,0.65,-2.6,11.8
1683804089013,0.65,-2.6,11.2
1683804089076,-1.6,-3.6,11.1
1683804089079,0.65,-3.6,11.2
1683804089083,0.50,-4.6,10.2
1683804089086,1.29,-4.6,8.55
1683804090030,1.88,-4.6,10.4
1683804090096,1.13,-5.6,9.68
1683804090100,1.52,1.76,12.3
1683804090104,1.25,0.65,12.0
1683804091054,0.35,-1.6,12.1
1683804091129,0.00,-2.6,11.2
1683804091131,-1.6,-2.6,10.9
1683804091133,1.33,-3.6,11.1
1683804091137,2.47,-6.6,11.0
1683804092085,1.17,-4.6,8.82
1683804092087,0.82,3.72,12.6
1683804092088,2.15,2.62,13.1
1683804092999,1.64,0.90,11.2
1683804093066,2.11,0.03,10.7
1683804093067,2.35,-1.6,10.7
1683804093069,0.98,-3.6,11.6
1683804093073,0.62,-4.6,10.9
1683804094024,0.65,-2.0,10.8
1683804094088,0.00,-2.6,10.4
1683804094091,0.00,-3.6,10.0
1683804094095,1.49,-3.6,10.2
1683804095049,1.52,1.52,12.2
1683804095106,1.21,0.07,12.1
1683804095109,0.70,0.65,11.4
1683804095113,1.45,0.65,11.4
1683804096072,0.62,-1.6,11.4
1683804096138,0.65,-3.6,10.7
1683804096141,-1.6,-3.6,10.5
1683804096143,0.07,-4.6,10.0
1683804096148,1.52,-4.6,9.92
1683804097096,0.50,-5.6,8.98
1683804097162,2.43,0.65,10.9
1683804098017,3.02,1.41,11.2
1683804098081,3.53,3.29,11.2
1683804098084,2.66,0.43,12.1
1683804098088,1.56,-1.6,11.5
1683804098091,0.65,-2.6,11.5
1683804098094,0.31,-2.6,11.9
1683804099042,0.31,-2.6,10.7
1683804099118,0.65,-4.6,9.96
1683804099120,0.19,-4.6,9.96
1683804100065,1.88,1.64,12.5
1683804100132,3.45,0.65,11.1
1683804101090,1.68,1.41,11.5
1683804101163,1.52,1.96,11.8
1683804101167,1.17,0.90,12.0
1683804101171,1.76,-2.6,11.3
1683804101174,1.45,-3.6,10.6
1683804102113,0.27,-3.6,10.1
1683804102179,0.54,-4.6,9.92
1683804102184,0.90,-6.6,9.17
1683804102188,0.03,-5.6,8.74
1683804102190,1.25,-6.0,9.21
1683804103105,2.07,2.51,12.5
1683804103108,1.60,1.76,11.3
1683804103111,0.65,0.03,11.2
1683804104058,-1.6,0.65,11.3
1683804104126,-1.6,-2.6,11.2
1683804104129,0.65,-6.6,10.4
1683804104133,0.66,-4.6,10.4
1683804104136,0.15,-4.6,10.1
1683804104139,0.65,-4.6,9.68
1683804105084,0.65,-5.6,7.68
1683804105154,-1.6,-4.6,9.9
1683804105156,3.64,0.54,10.3
1683804105158,2.66,1.96,13.2
1683804106101,4.90,0.58,11.6
1683804106160,4.78,0.65,10.7
1683804106161,5.76,-3.6,11.0
1683804106162,2.27,-2.6,10.5
1683804106163,0.70,-3.6,10.0
1683804106164,0.11,-2.6,11.1
1683804107105,0.65,-5.6,9.72
1683804107175,0.19,-5.6,9.13
1683804107177,-2.6,-5.6,8.04
1683804107182,0.47,-2.6,9.96
1683804108066,3.49,-1.6,10.0
1683804108069,3.09,0.62,12.7
1683804108072,3.33,0.35,12.4
1683804108076,2.74,0.35,11.2
1683804108079,2.03,0.03,11.7
1683804108081,1.92,-4.6,10.7
1683804109145,0.35,-3.6,10.5
1683804109148,0.66,-2.6,10.9
1683804109151,0.65,-4.6,9.92
1683804109156,-1.6,-3.6,8.82
1683804110102,0.07,-3.6,10.2
1683804110163,-2.6,-2.6,10.3
1683804110166,0.47,0.65,10.0
1683804110169,1.33,1.68,12.1
1683804110174,2.47,2.54,13.2
1683804110176,2.03,1.64,11.7
1683804111643,1.80,0.50,11.4
1683804111644,2.23,-4.6,10.7
1683804111645,0.03,-4.6,10.1
1683804111646,0.65,-3.6,9.80
1683804111647,0.31,-2.6,9.72
1683804112251,-1.6,-3.6,10.1
1683804112253,-1.6,-3.6,10.4
1683804112256,3.41,3.76,13.0
1683804113069,4.39,2.31,11.5
1683804113136,3.64,2.43,10.9
1683804113137,3.02,0.65,10.6
1683804113137,2.07,-3.6,10.5
1683804113138,0.15,-4.6,10.2
1683804114093,0.00,-2.6,10.2
1683804114154,0.65,-2.6,11.1
1683804114155,0.58,-4.6,10.7
1683804114156,1.68,-3.6,10.5
1683804114157,1.13,-3.6,10.2
1683804114158,0.94,-1.6,10.2
1683804115118,0.65,0.78,11.8
1683804115191,-1.6,1.56,11.9
1683804115192,-1.6,0.00,11.4
1683804115193,-1.6,-1.6,11.2
1683804115194,0.74,-6.6,10.1
1683804116143,0.23,-1.6,10.3
1683804116213,0.62,1.29,12.1
1683804116215,0.11,0.65,11.6
1683804116217,-1.6,-1.6,11.5
1683804116222,-1.6,-2.6,10.9
1683804117165,-2.6,0.65,11.3
1683804117371,-3.6,-2.6,9.53
1683804117374,-1.6,-1.6,9.96
1683804117377,-2.6,-1.6,11.6
1683804117381,-3.6,0.65,10.7
1683804118158,-5.6,-1.6,9.41
1683804118162,-3.6,-1.6,10.5
1683804118166,-2.6,0.65,10.0
1683804118169,0.07,-1.6,11.9
1683804118171,0.35,-1.6,12.3
1683804119111,1.52,-2.6,11.7
1683804119174,1.01,-2.6,11.2
1683804119177,-1.6,0.65,11.7
1683804119180,0.65,0.65,12.2
1683804119185,-1.6,-1.6,11.4
1683804120135,0.03,-3.6,10.5
1683804120210,3.13,-4.6,11.0
1683804120213,1.37,-2.6,10.7
1683804120217,0.78,-1.6,10.7
1683804120221,0.54,-1.6,10.2
1683804121160,0.65,0.65,9.80
1683804121223,0.65,0.43,11.2
1683804121227,0.50,0.19,12.6
1683804121232,0.11,0.65,11.3
1683804121235,0.65,-1.6,10.9
1683804122185,0.65,-4.6,10.5
1683804122490,0.50,-5.6,9.49
1683804123106,1.64,2.62,11.6
1683804123164,3.21,1.88,12.8
1683804123166,2.90,0.15,11.7
1683804123170,1.41,-1.6,11.4
1683804123175,1.37,-3.6,10.8
1683804123177,1.64,-5.6,10.3
1683804124140,2.19,-3.6,9.90
1683804125153,2.74,0.31,12.1
1683804125216,2.07,-2.6,11.6
1683804125217,2.58,0.65,12.1
1683804125218,2.27,-3.6,11.2
1683804125218,1.21,-5.6,8.82
1683804125219,0.00,-4.6,9.37
1683804126105,0.78,-2.6,11.3
1683804126172,0.65,-3.6,10.0
1683804126174,0.15,-3.6,10.6
1683804127103,4.74,1.13,12.2
1683804127303,2.98,0.47,12.5
1683804127306,3.17,0.82,11.1
1683804127310,1.60,-2.6,11.2
1683804127314,0.86,-5.6,10.5
1683804127316,0.15,-5.6,9.13
1683804128122,0.65,-3.6,9.21
1683804128198,2.15,-4.6,8.47
1683804128200,2.82,-4.6,9.45
1683804129180,0.43,-1.6,11.2
1683804129181,0.07,-3.6,10.8
1683804129182,0.00,-3.6,11.2
1683804129183,0.00,-3.6,10.9
1683804130171,-1.6,-4.6,9.53
1683804130232,0.15,-6.6,7.80
1683804130235,0.50,-5.6,9.49
1683804130239,0.15,-6.6,9.37
1683804130243,0.07,-6.6,9.02
1683804131298,1.25,1.01,12.9
1683804131356,0.39,1.45,13.3
1683804131359,-1.6,0.23,10.6
1683804131362,-2.6,0.65,10.9
1683804132121,-1.6,-4.6,10.5
1683804132193,-1.6,-4.6,9.80
1683804132195,-1.6,-4.6,10.5
1683804132199,0.03,-4.6,9.92
1683804132203,1.88,-4.6,10.1
1683804133134,0.74,-5.6,9.10
1683804133206,0.47,-5.6,9.13
1683804133208,0.74,-2.6,9.76
1683804133210,1.96,1.68,12.5
1683804134166,2.19,2.31,12.2
1683804134233,1.84,2.23,11.2
1683804134236,1.01,0.65,10.9
1683804134239,0.15,-3.6,11.0
1683804134244,-1.6,-4.6,10.5
1683804135188,-1.6,-2.6,10.0
1683804135251,0.65,-3.6,10.1
1683804135253,0.58,-3.6,10.9
1683804135257,1.52,0.65,11.3
1683804135261,1.09,0.66,12.1
1683804136212,2.35,2.00,12.3
1683804136287,1.17,-2.6,10.6
1683804136290,0.65,-2.6,11.0
1683804136292,-1.6,-5.6,10.3
1683804138260,-1.6,-4.6,9.64
1683804138316,-3.6,-2.6,10.1
1683804138319,-2.6,-2.6,10.9
1683804138323,-2.0,-4.6,9.84
1683804138327,-1.6,-5.6,9.06
1683804139182,-1.6,-7.6,8.74
1683804139238,0.65,-8.6,5.41
1683804139241,-1.6,-8.6,3.13
1683804139244,-1.6,-9.6,2.51
1683804139248,0.65,-8.6,3.33
1683804139250,0.65,-5.6,10.9
