Timestamp,X,Y,Z
1683804463652,0.65,-6.6,9.45
1683804465619,-1.6,-4.6,10.8
1683804465693,-1.6,-4.6,9.88
1683804465699,0.65,-4.6,10.2
1683804465703,0.65,-3.6,9.88
1683804465708,0.00,-5.6,10.0
1683804470635,0.65,-5.6,10.1
1683804470694,-1.6,-2.6,10.5
1683804473708,0.65,-3.6,10.9
1683804475653,-1.6,-3.6,10.3
1683804476679,-3.6,-2.6,10.7
1683804476737,-1.6,-5.6,9.88
1683804476740,-1.6,-5.6,8.86
1683804476745,-1.6,-8.6,8.08
1683804476749,-3.6,-8.6,5.41
1683804477646,-1.6,-6.6,4.51
1683804477706,-1.6,-8.6,5.64
1683804477709,-2.6,-8.6,6.86
1683804477713,-3.6,-6.6,7.76
1683804477717,-2.6,-6.6,8.31
1683804477719,-2.6,-2.6,9.06
1683804478725,-4.0,-2.6,11.2
1683804479031,-4.6,8.31,7.33
1683804479033,-2.6,-4.6,10.6
1683804479749,-3.6,-3.6,10.0
1683804480056,-3.6,-2.6,8.86
1683804480060,-1.6,-5.6,10.1
1683804480065,-1.6,-3.6,10.5
1683804480067,-2.6,-2.6,11.4
1683804480070,0.65,-4.6,10.9
1683804480670,-1.6,-1.6,10.0
1683804480727,-2.6,-1.6,11.4
1683804480730,-1.6,-3.6,11.2
1683804480734,-3.6,-3.6,10.5
1683804481664,-2.6,-2.6,11.3
1683804481730,-2.6,-3.6,10.3
1683804481733,-1.6,-6.6,9.72
1683804481736,0.65,-4.6,9.57
1683804482654,-2.6,-2.6,10.7
1683804482718,-2.6,-2.6,11.0
1683804482720,-2.6,0.65,10.8
1683804482725,-2.6,-1.6,10.4
1683804482730,-2.6,-2.0,11.0
1683804483640,-2.6,-3.6,10.4
1683804483705,1.09,-4.6,10.2
1683804483707,-1.6,-2.6,10.9
1683804483710,-1.6,0.65,11.8
1683804484685,0.65,0.65,10.9
1683804484688,0.65,-4.6,10.7
1683804484691,0.65,-6.6,10.6
1683804485687,-1.6,-1.6,12.2
1683804485758,-1.6,0.74,12.3
1683804485760,-1.6,0.65,10.0
1683804485764,-1.6,-1.6,10.5
1683804485769,0.65,-4.6,11.1
1683804487738,0.82,-6.6,8.7
1683804488657,-1.6,0.86,10.0
1683804488716,-2.6,-6.6,10.0
1683804488719,0.65,-5.6,9.45
1683804488722,-1.6,-6.6,9.49
1683804490705,0.62,-2.6,11.1
1683804491808,0.03,-5.6,10.1
1683804491811,0.65,-4.6,9.92
1683804492651,2.23,0.19,10.6
1683804493675,1.45,-4.6,10.1
1683804493741,1.92,-6.6,9.45
1683804493745,0.74,-4.6,10.0
1683804493749,0.65,-3.6,9.64
1683804497259,4.27,-2.6,11.5
1683804497325,2.47,-3.6,10.5
1683804497327,0.94,-4.6,9.29
1683804497771,0.00,-3.6,9.7
1683804498691,0.19,-5.6,10.0
1683804498749,1.17,-4.6,9.92
1683804498751,-1.6,-6.6,8.47
1683804500752,-1.6,0.00,11.2
1683804501968,0.65,-7.6,10.0
1683804504734,0.65,-3.6,10.9
1683804504800,-1.6,-2.6,11.4
1683804504802,-1.6,-3.6,7.88
1683804504806,-1.6,-9.6,4.58
1683804504810,0.65,-8.6,3.41
1683804504812,-1.6,-9.6,3.05
1683804518819,0.65,-5.6,8.31
